Alcohol,Alcohol_12months,Alcohol_ever,Marijuana,Marijuana_30days,Marijuana_12months,Marijuana_ever,Heroin,Heroin_30days,Heroin_12months,Heroin_ever,Cocaine,Cocaine_30days,Cocaine_12months,Cocaine_ever,Age,Sex,Race,State,time_of_use,drug_type,num_drugs,Age_group
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,33,Male, American Indian/Alaska Native (NH),FL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
1,1,1,1,1,0,1,0,0,0,2,0,0,0,2,26,Male, White (NH),GA,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,24,Male, Hispanic,MI,Time of Arrest,"('Heroin', 'Cocaine')",More than one drugs,18-24
1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,23,Male, Hispanic,CO,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,18-24
0,0,2,0,1,1,1,0,0,0,2,0,0,0,2,22,Male, Black (NH),GA,Past 30 days,"('Marijuana',)",Marijuana,18-24
2,0,1,1,1,1,1,0,0,0,2,2,1,2,1,36,Male, Black (NH),NC,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,2,2,2,1,1,2,1,1,1,2,2,1,41,Female, Hispanic,MN,Time of Arrest,"('Heroin', 'Cocaine')",More than one drugs,35-44
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,38,Male, Black (NH),MI,Time of Arrest,"('Marijuana',)",Marijuana,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,30,Female, Black (NH),IL,Never used,(),No use,25-34
2,0,1,1,1,1,1,0,0,0,2,0,0,0,2,34,Male, Black (NH),WI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,32,Male, White (NH),TX,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,25-34
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,27,Male, 2+ Races (NH),WA,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,1,1,1,1,1,1,0,0,0,2,0,0,0,2,24,Male, Hispanic,VA,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,0,1,0,2,2,1,0,0,0,2,0,1,1,1,53,Male, Black (NH),MS,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,57,Female, White (NH),MS,More than a year ago,"('Alcohol',)",Alcohol,55-64
1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,27,Female, White (NH),PA,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,34,Male, White (NH),OH,Time of Arrest,"('Heroin',)",Heroin,25-34
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,44,Male, Black (NH),SC,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,1,1,0,1,1,1,0,0,0,2,0,0,0,2,32,Male, Black (NH),TN,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,45,Male, Black (NH),NC,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,1,1,2,2,2,1,0,0,0,2,1,1,1,1,52,Male, White (NH),WI,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,45-54
2,1,1,0,1,1,1,0,0,0,2,0,2,1,1,31,Male, Black (NH),NY,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,53,Male, Black (NH),VA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,0,1,0,2,2,1,0,0,0,2,0,2,2,1,51,Female, White (NH),DC,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,1,1,0,1,1,1,0,0,0,2,0,0,0,2,51,Male, 2+ Races (NH),CA,Past 30 days,"('Marijuana',)",Marijuana,45-54
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,68,Male, White (NH),PA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,64+
2,1,1,0,0,0,2,0,0,0,2,0,0,0,2,35,Male, Hispanic,GA,Past 12 months,"('Alcohol',)",Alcohol,35-44
1,2,1,2,2,1,1,0,0,0,2,2,2,1,1,40,Female, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,49,Male, Hispanic,CA,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,2,2,0,1,2,2,0,1,2,2,0,1,40,Male, American Indian/Alaska Native (NH),CA,More than a year ago,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,36,Male, White (NH),PA,Past 30 days,"('Marijuana',)",Marijuana,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,33,Female, White (NH),AR,Never used,(),No use,25-34
1,1,1,0,2,0,1,0,0,0,2,0,0,0,2,64,Male, Black (NH),FL,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,23,Male, White (NH),MI,Time of Arrest,"('Alcohol',)",Alcohol,18-24
2,2,1,0,1,1,1,0,0,0,2,0,2,2,1,43,Female, White (NH),IL,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,2,2,2,1,0,0,0,2,1,1,1,1,39,Female, Uncategorized - Missing,PA,Time of Arrest,"('Cocaine',)",Cocaine,35-44
2,0,1,0,1,1,1,0,0,0,2,0,2,2,1,22,Male, 2+ Races (NH),NM,Past 30 days,"('Marijuana',)",Marijuana,18-24
1,2,1,0,2,2,1,0,2,2,1,0,2,2,1,50,Male, White (NH),CA,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,50,Male, White (NH),OH,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,43,Male, Black (NH),TN,More than a year ago,"('Marijuana',)",Marijuana,35-44
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,56,Male, Black (NH),AL,Time of Arrest,"('Alcohol',)",Alcohol,55-64
1,1,1,0,2,2,1,0,2,2,1,0,0,0,2,64,Male, White (NH),AZ,Time of Arrest,"('Alcohol',)",Alcohol,55-64
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,47,Male, Hispanic,TX,Never used,(),No use,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,45,Male, Hispanic,MA,More than a year ago,"('Alcohol',)",Alcohol,45-54
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,Female, 2+ Races (NH),MA,Time of Arrest,"('Marijuana', 'Heroin', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,2,1,0,1,1,1,0,0,0,2,0,1,1,1,32,Female, Black (NH),GA,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,25-34
2,0,1,2,1,1,1,2,2,2,1,2,2,2,1,37,Female, 2+ Races (NH),HI,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,30,Female, Black (NH),NY,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,1,1,1,1,1,1,0,0,0,2,0,0,0,2,27,Female, Hispanic,PA,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,2,2,1,1,1,1,1,1,2,2,2,1,24,Male, American Indian/Alaska Native (NH),AZ,Time of Arrest,"('Heroin',)",Heroin,18-24
0,0,2,1,1,1,1,0,0,0,2,0,0,0,2,36,Male, Black (NH),AL,Time of Arrest,"('Marijuana',)",Marijuana,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,39,Female, White (NH),NC,Never used,(),No use,35-44
2,1,1,1,1,1,1,0,0,0,2,0,0,0,2,25,Male, Black (NH),TX,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,2,2,0,1,0,0,0,2,1,1,0,1,43,Male, Hispanic,PA,Time of Arrest,"('Cocaine',)",Cocaine,35-44
2,0,1,2,1,2,1,0,0,0,2,0,0,0,2,56,Female, White (NH),VA,Past 30 days,"('Marijuana',)",Marijuana,55-64
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,46,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,34,Male, Hispanic,PA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,36,Male, White (NH),IN,Past 30 days,"('Marijuana', 'Heroin', 'Cocaine')",More than one drugs,35-44
2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,49,Male, 2+ Races (NH),PA,Past 12 months,"('Cocaine', 'Alcohol')",More than one drugs,45-54
1,2,1,0,2,2,1,0,0,0,2,0,0,0,2,31,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,35,Male, White (NH),NM,Time of Arrest,"('Alcohol',)",Alcohol,35-44
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,57,Male, Black (NH),FL,Never used,(),No use,55-64
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,50,Female, 2+ Races (NH),NJ,Never used,(),No use,45-54
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,48,Male, White (NH),GA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,0,1,0,2,2,1,0,0,0,2,0,2,2,1,49,Male, White (NH),NY,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,1,1,2,2,2,1,0,0,0,2,1,1,1,1,40,Male, Hispanic,IL,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,50,Male, Black (NH),NY,Past 30 days,"('Marijuana',)",Marijuana,45-54
1,2,1,0,2,0,1,0,0,0,2,0,0,0,2,39,Male, 2+ Races (NH),NJ,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,2,1,0,1,0,1,0,0,0,2,0,0,0,2,30,Male, Hispanic,TX,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,2,1,0,0,0,2,0,2,1,1,60,Female, White (NH),IN,Past 12 months,"('Cocaine',)",Cocaine,55-64
1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,27,Male, White (NH),MO,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
0,0,2,1,1,0,1,0,0,0,2,0,0,0,2,54,Male, Hispanic,FL,Time of Arrest,"('Marijuana',)",Marijuana,45-54
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,22,Male, Hispanic,IL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,18-24
1,2,1,0,2,2,1,0,0,0,2,0,2,2,1,39,Female, White (NH),WV,Time of Arrest,"('Alcohol',)",Alcohol,35-44
1,1,1,2,2,2,1,0,0,0,2,1,1,1,1,33,Male, Hispanic,MI,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,25-34
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,26,Female, Black (NH),GA,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,1,1,1,1,0,1,0,0,0,2,0,0,0,2,39,Male, Black (NH),FL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,0,1,1,1,2,1,1,1,2,1,2,2,2,1,24,Male, 2+ Races (NH),NY,Time of Arrest,"('Marijuana', 'Heroin', 'Alcohol')",More than one drugs,18-24
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,24,Male, Hispanic,CA,More than a year ago,"('Alcohol',)",Alcohol,18-24
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,35,Female, White (NH),VA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
2,0,1,1,1,1,1,0,0,0,2,2,2,2,1,49,Male, White (NH),OK,Time of Arrest,"('Marijuana',)",Marijuana,45-54
0,0,-2,0,0,0,2,0,0,0,2,0,0,0,2,59,Female, Black (NH),MS,Never used,(),No use,55-64
1,0,1,-1,1,1,1,0,0,0,2,2,1,1,1,22,Male, White (NH),AR,Time of Arrest,"('Alcohol',)",Alcohol,18-24
-1,0,1,1,1,0,1,0,0,0,2,1,1,0,1,36,Male, White (NH),PA,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,35-44
1,2,1,1,1,0,1,0,0,0,2,2,2,0,1,33,Male, Black (NH),TX,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
0,0,2,0,1,0,1,0,0,0,2,0,2,0,1,22,Male, Black (NH),TX,Past 30 days,"('Marijuana',)",Marijuana,18-24
1,2,1,0,2,2,1,0,0,0,2,0,0,0,2,34,Male, Black (NH),OH,Time of Arrest,"('Alcohol',)",Alcohol,25-34
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,32,Male, Black (NH),SC,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,2,1,1,1,0,1,0,0,0,2,0,0,0,2,25,Male, Black (NH),AR,Time of Arrest,"('Marijuana',)",Marijuana,25-34
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,32,Male, Black (NH),PA,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,41,Female, Hispanic,FL,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,0,1,2,2,1,1,0,0,0,2,2,2,2,1,47,Male, Black (NH),IN,Time of Arrest,"('Alcohol',)",Alcohol,45-54
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,28,Male, 2+ Races (NH),FL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,45,Male, Hispanic,TX,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,64,Male, White (NH),FL,More than a year ago,"('Alcohol',)",Alcohol,55-64
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,46,Male, White (NH),GA,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,19,Male, Hispanic,CA,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,44,Female, White (NH),TN,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,35-44
0,0,2,0,1,2,1,0,0,0,2,0,0,0,2,21,Male, Black (NH),NC,Past 30 days,"('Marijuana',)",Marijuana,18-24
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,35,Male, White (NH),OR,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,32,Male, Black (NH),FL,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,44,Female, Hispanic,FL,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,1,1,1,1,1,1,0,0,0,2,2,1,2,1,28,Male, White (NH),MO,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,27,Female, White (NH),WI,Time of Arrest,"('Heroin',)",Heroin,25-34
2,2,1,0,1,0,1,0,0,0,2,0,2,0,1,61,Male, White (NH),MO,Past 30 days,"('Marijuana',)",Marijuana,55-64
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,47,Male, Uncategorized - Missing,PA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,40,Male, Black (NH),AR,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
1,1,1,2,1,1,1,0,0,0,2,2,2,1,1,25,Male, Black (NH),OH,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,1,1,1,1,0,0,0,2,2,2,2,1,40,Male, White (NH),AR,Time of Arrest,"('Marijuana',)",Marijuana,35-44
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,28,Male, Black (NH),VA,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,1,1,2,1,0,0,0,2,2,2,2,1,45,Female, Black (NH),WA,Time of Arrest,"('Marijuana',)",Marijuana,45-54
1,0,1,2,2,0,1,1,1,0,1,2,1,0,1,58,Female, White (NH),NJ,Time of Arrest,"('Heroin', 'Alcohol')",More than one drugs,55-64
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,47,Male, Hispanic,FL,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,0,1,1,1,1,1,0,0,0,2,2,2,2,1,33,Male, White (NH),IN,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,42,Male, Black (NH),LA,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,0,1,1,1,2,1,1,1,2,1,2,2,2,1,24,Female, 2+ Races (NH),NC,Time of Arrest,"('Marijuana', 'Heroin')",More than one drugs,18-24
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,28,Female, Black (NH),TN,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,27,Male, White (NH),TX,More than a year ago,"('Alcohol',)",Alcohol,25-34
0,0,2,0,2,0,1,0,0,0,2,0,1,0,1,33,Male, Hispanic,TX,Past 30 days,"('Cocaine',)",Cocaine,25-34
0,0,2,1,1,1,1,0,0,0,2,0,0,0,2,57,Male, Black (NH),FL,Time of Arrest,"('Marijuana',)",Marijuana,55-64
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,50,Male, Hispanic,AZ,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,2,1,1,1,1,1,0,0,0,2,2,2,1,1,33,Male, Hispanic,MI,Time of Arrest,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,51,Male, Uncategorized - Missing,UT,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,0,1,2,1,0,0,0,2,0,0,0,2,36,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),HI,Past 30 days,"('Marijuana',)",Marijuana,35-44
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,30,Male, Black (NH),OH,Time of Arrest,"('Alcohol',)",Alcohol,25-34
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,39,Male, Hispanic,AR,Never used,(),No use,35-44
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,30,Female, Black (NH),NY,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,2,1,1,1,0,0,0,2,2,2,1,1,33,Male, Black (NH),WA,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,1,1,2,2,0,1,2,1,0,1,1,1,0,1,52,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),MO,Time of Arrest,"('Cocaine', 'Alcohol')",More than one drugs,45-54
2,1,1,0,2,0,1,0,0,0,2,0,2,0,1,44,Female, American Indian/Alaska Native (NH),OK,Past 12 months,"('Alcohol',)",Alcohol,35-44
1,2,1,0,0,0,2,0,0,0,2,0,0,0,2,22,Male, Hispanic,FL,Time of Arrest,"('Alcohol',)",Alcohol,18-24
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,46,Male, White (NH),IN,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,38,Male, Hispanic,TX,Never used,(),No use,35-44
2,0,1,1,1,0,1,0,0,0,2,2,2,0,1,21,Male, Hispanic,TX,Time of Arrest,"('Marijuana',)",Marijuana,18-24
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,24,Male, Hispanic,PA,More than a year ago,"('Alcohol',)",Alcohol,18-24
0,0,2,0,2,2,1,0,0,0,2,0,2,2,1,42,Female, Hispanic,FL,More than a year ago,"('Marijuana', 'Cocaine')",More than one drugs,35-44
1,2,1,1,1,1,1,0,0,0,2,0,0,0,2,45,Male, Black (NH),NJ,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,47,Male, 2+ Races (NH),FL,More than a year ago,"('Alcohol',)",Alcohol,45-54
1,2,1,0,2,0,1,0,0,0,2,0,0,0,2,28,Male, Black (NH),PA,Time of Arrest,"('Alcohol',)",Alcohol,25-34
-2,2,1,0,1,0,1,0,0,0,2,0,1,0,1,47,Male, White (NH),OH,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,45-54
2,0,1,2,2,0,1,0,0,0,2,0,0,0,2,25,Male, White (NH),GA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,0,0,2,0,0,0,2,0,1,2,1,31,Female, White (NH),TX,Past 30 days,"('Cocaine',)",Cocaine,25-34
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,36,Male, Hispanic,NY,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,35,Male, Black (NH),TX,More than a year ago,"('Marijuana',)",Marijuana,35-44
2,2,1,1,1,0,1,0,0,0,2,2,2,0,1,24,Male, Hispanic,AZ,Time of Arrest,"('Marijuana',)",Marijuana,18-24
1,2,1,0,2,2,1,0,0,0,2,0,0,0,2,39,Male, Hispanic,AZ,Time of Arrest,"('Alcohol',)",Alcohol,35-44
2,0,1,2,1,0,1,0,0,0,2,2,2,0,1,30,Male, White (NH),AR,Past 30 days,"('Marijuana',)",Marijuana,25-34
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,30,Male, White (NH),TX,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,2,1,0,0,0,2,0,0,0,2,0,1,0,1,46,Male, Hispanic,IN,Past 30 days,"('Cocaine',)",Cocaine,45-54
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,53,Female, Black (NH),IL,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
2,1,1,0,1,0,1,0,0,0,2,0,1,0,1,23,Male, Hispanic,TX,Past 30 days,"('Marijuana', 'Cocaine')",More than one drugs,18-24
2,0,1,0,1,1,1,0,0,0,2,0,2,2,1,35,Male, Hispanic,PA,Past 30 days,"('Marijuana',)",Marijuana,35-44
2,1,1,0,0,0,2,0,0,0,2,0,0,0,2,33,Female, White (NH),OK,Past 12 months,"('Alcohol',)",Alcohol,25-34
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,36,Male, Uncategorized - Missing,FL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,37,Male, Black (NH),LA,Past 30 days,"('Marijuana',)",Marijuana,35-44
1,2,1,0,1,1,1,0,2,1,1,0,2,1,1,22,Male, Hispanic,AK,Time of Arrest,"('Alcohol',)",Alcohol,18-24
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,50,Male, Black (NH),VA,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,0,1,1,1,1,1,2,2,2,1,0,0,0,2,60,Male, 2+ Races (NH),MI,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,55-64
1,2,1,1,1,0,1,0,0,0,2,2,1,0,1,46,Male, Black (NH),AL,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
1,2,1,0,1,1,1,0,0,0,2,0,2,2,1,52,Female, White (NH),WI,Time of Arrest,"('Alcohol',)",Alcohol,45-54
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,45,Female, 2+ Races (NH),MS,More than a year ago,"('Alcohol',)",Alcohol,45-54
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,55,Female, Black (NH),MS,Never used,(),No use,55-64
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,36,Male, Asian/Native Hawaiian/Other Pacific Islander (NH),CT,Past 30 days,"('Marijuana',)",Marijuana,35-44
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,45,Female, Black (NH),FL,More than a year ago,"('Marijuana',)",Marijuana,45-54
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,24,Male, 2+ Races (NH),MS,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,18-24
1,1,1,1,1,2,1,0,0,0,2,2,2,2,1,33,Male, Black (NH),AK,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,25-34
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,54,Male, Black (NH),FL,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,47,Female, White (NH),NJ,More than a year ago,"('Alcohol',)",Alcohol,45-54
2,0,1,1,1,1,1,2,2,2,1,2,1,2,1,44,Male, White (NH),ME,Time of Arrest,"('Marijuana',)",Marijuana,35-44
1,2,1,0,2,2,1,0,0,0,2,0,2,2,1,33,Male, Hispanic,TX,Time of Arrest,"('Alcohol',)",Alcohol,25-34
2,0,1,1,1,0,1,0,0,0,2,1,1,0,1,32,Female, Hispanic,TN,Time of Arrest,"('Marijuana', 'Cocaine')",More than one drugs,25-34
2,0,1,2,2,2,1,0,0,0,2,1,1,1,1,45,Female, 2+ Races (NH),NC,Time of Arrest,"('Cocaine',)",Cocaine,45-54
2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,26,Male, Hispanic,IN,Past 30 days,"('Marijuana',)",Marijuana,25-34
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,35,Male, White (NH),PA,More than a year ago,"('Marijuana', 'Alcohol')",More than one drugs,35-44
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,50,Male, White (NH),OH,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,45-54
1,2,1,1,1,1,1,0,0,0,2,2,1,1,1,47,Male, Black (NH),MO,Time of Arrest,"('Marijuana', 'Alcohol')",More than one drugs,45-54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,Male, Black (NH),NC,Never used,(),No use,55-64
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,46,Male, Black (NH),TX,Time of Arrest,"('Alcohol',)",Alcohol,45-54
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,24,Male, Black (NH),VA,More than a year ago,"('Marijuana',)",Marijuana,18-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Male, Black (NH),IL,Never used,(),No use,45-54
1,0,1,0,2,2,1,0,0,0,2,0,2,2,1,30,Male, White (NH),NV,Time of Arrest,"('Alcohol',)",Alcohol,25-34
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,54,Male, Black (NH),PA,More than a year ago,"('Marijuana',)",Marijuana,45-54
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,62,Male, Hispanic,AZ,More than a year ago,"('Marijuana', 'Cocaine', 'Alcohol')",More than one drugs,55-64
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,57,Female, 2+ Races (NH),KS,Never used,(),No use,55-64
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,30,Male, White (NH),NV,Time of Arrest,"('Alcohol',)",Alcohol,25-34
